"Measure","Income bracket","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value_type","Denominator"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Asian","ONS 5+2","K02000001","15","%","2135"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Bangladeshi","ONS 5+2","K02000001","21","%","223"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Black","ONS 5+2","K02000001","20","%","1086"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Chinese","ONS 5+2","K02000001","21","%","188"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Indian","ONS 5+2","K02000001","12","%","888"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Mixed","ONS 5+2","K02000001","17","%","441"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Other","ONS 5+2","K02000001","20","%","496"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","Pakistani","ONS 5+2","K02000001","19","%","530"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","White","ONS 5+2","K02000001","20","%","44228"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","White British","ONS 5+2","K02000001","21","%","41909"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400","2018/19-2020/21","Three-year average","White other","ONS 5+2","K02000001","13","%","2319"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","All","ONS 5+2","K02000001","19","%","48386"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Asian other","ONS 5+2","K02000001","16","%","306"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Asian","ONS 5+2","K02000001","17","%","2135"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Bangladeshi","ONS 5+2","K02000001","20","%","223"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Black","ONS 5+2","K02000001","26","%","1086"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Chinese","ONS 5+2","K02000001","17","%","188"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Indian","ONS 5+2","K02000001","13","%","888"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Mixed","ONS 5+2","K02000001","17","%","441"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Other","ONS 5+2","K02000001","17","%","496"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","Pakistani","ONS 5+2","K02000001","24","%","530"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","White","ONS 5+2","K02000001","19","%","44228"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","White British","ONS 5+2","K02000001","19","%","41909"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600","2018/19-2020/21","Three-year average","White other","ONS 5+2","K02000001","16","%","2319"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","All","ONS 5+2","K02000001","14","%","48386"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Asian other","ONS 5+2","K02000001","17","%","306"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Asian","ONS 5+2","K02000001","15","%","2135"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Bangladeshi","ONS 5+2","K02000001","16","%","223"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Black","ONS 5+2","K02000001","15","%","1086"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Chinese","ONS 5+2","K02000001","11","%","188"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Indian","ONS 5+2","K02000001","13","%","888"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Mixed","ONS 5+2","K02000001","17","%","441"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Other","ONS 5+2","K02000001","13","%","496"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","Pakistani","ONS 5+2","K02000001","16","%","530"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","White","ONS 5+2","K02000001","14","%","44228"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","White British","ONS 5+2","K02000001","14","%","41909"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800","2018/19-2020/21","Three-year average","White other","ONS 5+2","K02000001","19","%","2319"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","All","ONS 5+2","K02000001","11","%","48386"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Asian other","ONS 5+2","K02000001","10","%","306"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Asian","ONS 5+2","K02000001","12","%","2135"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Bangladeshi","ONS 5+2","K02000001","17","%","223"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Black","ONS 5+2","K02000001","10","%","1086"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Chinese","ONS 5+2","K02000001","7","%","188"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Indian","ONS 5+2","K02000001","13","%","888"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Mixed","ONS 5+2","K02000001","8","%","441"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Other","ONS 5+2","K02000001","7","%","496"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000","2018/19-2020/21","Three-year average","Pakistani","ONS 5+2","K02000001","10","%","530"
